instances/sat/data/GI-CSSC14/INSTANCE_NAME,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre-featuretime,vars-clauses-ratio,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-min,VCG-CLAUSE-max,VCG-CLAUSE-entropy,UNARY,BINARY+,TRINARY+,Basic-featuretime,VCG-VAR-mean,VCG-VAR-coeff-variation,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-coeff-variation,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-entropy,HORNY-VAR-mean,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,VG-max,KLB-featuretime,CG-mean,CG-coeff-variation,CG-min,CG-max,CG-entropy,cluster-coeff-mean,cluster-coeff-coeff-variation,cluster-coeff-min,cluster-coeff-max,cluster-coeff-entropy,CG-featuretime,cl-num-mean,cl-num-coeff-variation,cl-num-min,cl-num-max,cl-num-q90,cl-num-q10,cl-num-q75,cl-num-q25,cl-num-q50,cl-size-mean,cl-size-coeff-variation,cl-size-min,cl-size-max,cl-size-q90,cl-size-q10,cl-size-q75,cl-size-q25,cl-size-q50,cl-featuretime,SP-bias-mean,SP-bias-coeff-variation,SP-bias-min,SP-bias-max,SP-bias-q90,SP-bias-q10,SP-bias-q75,SP-bias-q25,SP-bias-q50,SP-unconstraint-mean,SP-unconstraint-coeff-variation,SP-unconstraint-min,SP-unconstraint-max,SP-unconstraint-q90,SP-unconstraint-q10,SP-unconstraint-q75,SP-unconstraint-q25,SP-unconstraint-q50,sp-featuretime,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,ls-saps-featuretime,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,ls-gsat-featuretime,lobjois-mean-depth-over-vars,lobjois-log-num-nodes-over-vars,lobjois-featuretime
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m4Dr6_s81.AB14.cnf,81,81,0,0,-512,-512,0,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03_s20.AB22.cnf,400,13420,400,13420,0,0,0,0.029806259,1,0,1,1,0,0.005067064,0.342587094,0.005,0.05,0.011189305,0,0.998509687,0.998509687,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.913882834,0.087255173,0.811320182,0.987942923,0.987941692,0.811415653,0.987922668,0.820146653,0.970599562,0.059204746,1.074657684,0.000043994,0.13845922,0.138425995,0.000044418,0.137913375,0.000092704,0.014435792,0.09,9.55662,9.06207,180.773,0.0615942,181,168,194,15.2239,0.146014,0.998152,0.0253215,2.05,6.81906,0.525509,180.274,0.0618066,181,168,193,11.2418,0.393731,0.998625,0.00117627,2.07,0.41218667,0.984866583,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m2D_s100.AB20.cnf,720,10156,720,10156,0,0,0,0.070894053,1,0,1,1,0,0.002848891,0.262007786,0.002777778,0.011111111,0.060221669,0,0.990153604,0.990153604,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.838844141,0.162857552,0.380114087,0.974796946,0.972199995,0.674894216,0.965392236,0.716306523,0.883115903,0.085761698,1.014066709,0.000171049,0.262661523,0.196151614,0.000486649,0.18088893,0.001333607,0.045252465,0.34,33.2795,1.74582,272.339,0.0550603,272,255,290,5.69902,0.261833,0.993703,0.116626,2.08,14.4747,1.05004,272.22,0.0486736,273,255,289,1.71547,0.699954,0.983687,0.0065116,2.2,0.891270737,0.999586846,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_s100.AB05.cnf,104,108,8,12,12,8,0,0.666666667,1,0,1,1,0,0.25,0,0.25,0.25,0,0,1,1,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941269353,0.216190906,0.221064455,1,1,1,1,1,1,0.014089589,3.464120573,0,0.183803007,0,0,0,0,0,0,0.0982,4.40097,50.8349,0.100017,51,44,57,0.991094,0.0370687,0.98868,0.0183124,0.32,0,0,50.9306,0.0981254,51,45,57,0.991925,0.0371325,0.986821,0.0191107,0.24,0.076923077,0.076923077,0.03
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_s60.AB12.cnf,62,62,4,4,14.5,14.5,0,1,1,0,1,1,0,0.5,0,0.5,0.5,0,0,1,1,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935491266,0.262580689,0,1,1,1,1,1,1,0.019073216,3.807886608,0,0.295716884,0,0,0,0,0,0,0,0,30.7286,0.125218,31,26,36,0.984209,0.0283185,0.991617,0.0148813,0.17,0,0,30.7505,0.125659,31,26,36,0.991995,0.0143462,0.991719,0.0148575,0.15,0.064516129,0.064516129,0.01
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m2D_s16.AB17.cnf,96,880,96,880,0,0,0,0.109090909,1,0,1,1,0,0.021590909,0.28880838,0.020833333,0.083333333,0.103478797,0,0.981818182,0.981818182,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833323481,0.115546124,0.629961808,0.929350648,0.929322527,0.67811599,0.929291516,0.802241195,0.866781415,0.080768411,0.77063774,0.01584659,0.176489713,0.151302181,0.018173204,0.130770349,0.018199331,0.130602913,0,4.7308,0.663416,34.9302,0.130155,35,29,41,4.74033,0.247553,0.98374,0.0161695,0.89,2.4608,1.35701,34.9627,0.130901,35,29,41,3.24599,0.496212,0.972852,0.0182394,1.07,0.835956944,0.993778824,1.55
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m2D_s64.AB21.cnf,448,5936,448,5936,0,0,0,0.075471698,1,0,1,1,0,0.004584617,0.266219892,0.004464286,0.017857143,0.065626227,0,0.989218329,0.989218329,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823249249,0.176512148,0.450793825,0.973914118,0.966861717,0.687064424,0.964882023,0.701946363,0.90555377,0.093997423,0.98475763,0.000275977,0.245894094,0.192063013,0.000396691,0.187105237,0.001221327,0.166663978,0.07,19.4515,0.788716,168.82,0.0642899,169,155,182,5.51002,0.247244,0.98952,0.0164001,2.09,10.572,2.6874,168.981,0.0638256,169,157,182,2.19049,0.716827,0.986499,0.152155,2.18,0.870527589,0.999215403,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03_s40.AB05.cnf,1600,117640,1600,117640,0,0,0.04,0.013600816,1,0,1,1,0,0.001258075,0.348045125,0.00125,0.025,0.003055537,0,0.99965998,0.99965998,0.01,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.947401291,0.051958097,0.893588379,0.994505662,0.994505641,0.89367573,0.994505609,0.893729815,0.989998627,0.041266709,1.04831294,0.000001534,0.08823743,0.088190536,0.000001537,0.088145499,0.000001546,0.002191848,0.54,21.1441,2.7543,755.414,0.0993284,761,736,785,32.1278,0.154736,0.999962,0.00219619,2.09,233.833,9.39478,753.255,0.102976,761.5,736,784,23.2086,0.462356,1.02728,0.270434,2.08,0.290695588,0.922042926,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m4Dr6_m625.AB04.cnf,625,625,0,0,-512,-512,0,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m4D_s81.AB20.cnf,495,6795,492,6792,0.006097561,0.000441696,0,0.072438163,1,0,1,1,0,0.004165589,0.251700518,0.004065041,0.016260163,0.06549148,0,0.989399293,0.989399293,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863084681,0.138684323,0.028013246,1,0.962343193,0.734662901,0.959215711,0.80900886,0.867608046,0.063981652,1.00256397,0,0.233650517,0.169588097,0.002804644,0.12470731,0.004285079,0.046432376,0.12,12.6548,1.08417,187.415,0.058321,187.5,174,200,5.10392,0.218966,0.980893,0.00855648,2.1,4.9455,1.35778,187.29,0.0602579,187,174,201,2.41017,0.30864,0.976282,0.004996,2.17,0.605330819,0.990444101,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_s80.AB17.cnf,80,80,0,0,-512,-512,0,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03_s20.AB08.cnf,400,13420,400,13420,0,0,0,0.029806259,1,0,1,1,0,0.005067064,0.342587094,0.005,0.05,0.011189305,0,0.998509687,0.998509687,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.913900406,0.087232325,0.811355197,0.987942741,0.987941558,0.811429066,0.987922919,0.820236829,0.970452026,0.059195875,1.074539048,0.000044042,0.138440276,0.138415064,0.00004445,0.137912635,0.000093322,0.01441651,0.08,9.37992,9.14619,181.016,0.0607736,181,169,194,15.0802,0.151278,0.998088,0.0256451,2.05,7.38233,3.16898,180.991,0.0601312,181,169,194,11.1359,0.403227,0.998865,0.00881417,2.07,0.410482535,0.984398509,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_m1000.AB00.cnf,1016,1021,25,28,39.64,35.46428571,0,0.892857143,1,0,1,1,0,0.084285714,0.146783967,0.08,0.12,0.340499778,0,0.892857143,1,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978294616,0.141944464,0,1,1,1,1,1,1,0.007293925,6.296076043,0,0.297944497,0,0,0,0,0,0,0.084808,54.7266,499.632,0.036793,499,480,521,0.992174,0.0067715,0.995686,0.018309,2.16,0,0,499.608,0.031862,500,479,520,0.99332,0.00878743,0.995357,0.00285239,2.36,0.023828084,0.024465172,0.22
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_s40.AB22.cnf,40,40,0,0,-512,-512,0,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
