INSTANCE_ID, nvarsOrig, nclausesOrig, nvars, nclauses, reducedVars, reducedClauses, vars_clauses_ratio, POSNEG_RATIO_CLAUSE_mean, POSNEG_RATIO_CLAUSE_coeff_variation, POSNEG_RATIO_CLAUSE_min, POSNEG_RATIO_CLAUSE_max, POSNEG_RATIO_CLAUSE_entropy, VCG_CLAUSE_mean, VCG_CLAUSE_coeff_variation, VCG_CLAUSE_min, VCG_CLAUSE_max, VCG_CLAUSE_entropy, UNARY, BINARYp, TRINARYp, VCG_VAR_mean, VCG_VAR_coeff_variation, VCG_VAR_min, VCG_VAR_max, VCG_VAR_entropy, POSNEG_RATIO_VAR_mean, POSNEG_RATIO_VAR_stdev, POSNEG_RATIO_VAR_min, POSNEG_RATIO_VAR_max, POSNEG_RATIO_VAR_entropy, HORNY_VAR_mean, HORNY_VAR_coeff_variation, HORNY_VAR_min, HORNY_VAR_max, HORNY_VAR_entropy, horn_clauses_fraction, VG_mean, VG_coeff_variation, VG_min, VG_max, CG_mean, CG_coeff_variation, CG_min, CG_max, CG_entropy, cluster_coeff_mean, cluster_coeff_coeff_variation, cluster_coeff_min, cluster_coeff_max, cluster_coeff_entropy, DIAMETER_mean, DIAMETER_coeff_variation, DIAMETER_min, DIAMETER_max, DIAMETER_entropy, cl_num_mean, cl_num_coeff_variation, cl_num_min, cl_num_max, cl_num_q90, cl_num_q10, cl_num_q75, cl_num_q25, cl_num_q50, cl_size_mean, cl_size_coeff_variation, cl_size_min, cl_size_max, cl_size_q90, cl_size_q10, cl_size_q75, cl_size_q25, cl_size_q50, SP_bias_mean, SP_bias_coeff_variation, SP_bias_min, SP_bias_max, SP_bias_q90, SP_bias_q10, SP_bias_q75, SP_bias_q25, SP_bias_q50, SP_unconstraint_mean, SP_unconstraint_coeff_variation, SP_unconstraint_min, SP_unconstraint_max, SP_unconstraint_q90, SP_unconstraint_q10, SP_unconstraint_q75, SP_unconstraint_q25, SP_unconstraint_q50, vars_reduced_depth_1, vars_reduced_depth_4, vars_reduced_depth_16, vars_reduced_depth_64, vars_reduced_depth_256, LP_OBJ, LPSLack_mean, LPSLack_coeff_variation, LPSLack_min, LPSLack_max, lpIntRatio, saps_BestSolution_Mean, saps_BestSolution_CoeffVariance, saps_FirstLocalMinStep_Mean, saps_FirstLocalMinStep_CoeffVariance, saps_FirstLocalMinStep_Median, saps_FirstLocalMinStep_Q10, saps_FirstLocalMinStep_Q90, saps_BestAvgImprovement_Mean, saps_BestAvgImprovement_CoeffVariance, saps_FirstLocalMinRatio_Mean, saps_FirstLocalMinRatio_CoeffVariance, gsat_BestSolution_Mean, gsat_BestSolution_CoeffVariance, gsat_FirstLocalMinStep_Mean, gsat_FirstLocalMinStep_CoeffVariance, gsat_FirstLocalMinStep_Median, gsat_FirstLocalMinStep_Q10, gsat_FirstLocalMinStep_Q90, gsat_BestAvgImprovement_Mean, gsat_BestAvgImprovement_CoeffVariance, gsat_FirstLocalMinRatio_Mean, gsat_FirstLocalMinRatio_CoeffVariance, lobjois_mean_depth_over_vars, lobjois_log_num_nodes_over_vars, Pre_featuretime, Basic_featuretime, KLB_featuretime, CG_featuretime, DIAMETER_featuretime, cl_featuretime, sp_featuretime, unit_featuretime, lpTIME, ls_saps_featuretime, ls_gsat_featuretime, lobjois_featuretime
instances/sat/data/7sat90/7sat90.test/unif-k7-r85.00-v90-c7650-S2136808512.cnf, 90.0, 7650.0, 89.0, 7650.0, 0.011235955, 0.0, 0.011633987, 0.316563959, 0.678340366, 0.142857143, 1.0, 1.014334598, 0.078651685, 0.0, 0.078651685, 0.078651685, 0.0, 0.0, 0.0, 0.0, 0.078651685, 0.106046315, 0.072287582, 0.152156863, 3.88673374, 0.029854168, 0.021284066, 0.0, 0.100154083, 1.951286722, 0.005377102, 0.203922456, 0.003267974, 0.011633987, 3.097719419, 0.068366013, 0.011503268, 0.0, 0.011503268, 0.011503268, -1.0, 0.0, -1.0, 0.0, -512.0, -1.0, 0.0, -1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 4472.5, 0.012856344, 4415.0, 4530.0, 4530.0, 4415.0, 4530.0, 4415.0, 4530.0, 31.333906085, 0.015044148, 30.862514156, 31.805298013, 31.805298013, 30.862514156, 31.805298013, 30.862514156, 31.805298013, 0.060820263, 0.68824972, 0.000132728, 0.190614343, 0.119688747, 0.014400438, 0.090245592, 0.026802299, 0.051586648, 9.6656e-05, 0.351874959, 1.4e-08, 0.000179131, 0.0001401, 5.6311e-05, 0.000116836, 6.9668e-05, 9.3718e-05, 0.0, 0.0, 0.0, 0.303370787, 0.303370787, 0.069517729, 0.14531863, 1.140436063, 0.0, 0.490414565, 0.426966292, 9.92059, 0.289233, 14.9941, 0.188455, 15.0, 11.0, 19.0, 1.93144, 0.288393, 0.877455, 0.0931798, 9.65178, 0.297507, 15.0323, 0.196124, 15.0, 11.0, 19.0, 1.66666, 0.426561, 0.872418, 0.0934856, 0.667774607, 0.75310202, 0.03, 0.0, 0.0, 60.42, 0.06, 1.99, 0.47, 0.05, 9.43, 2.06, 2.07, 2.0
instances/sat/data/7sat90/7sat90.test/unif-k7-r85.00-v90-c7650-S2140983396.cnf, 90.0, 7650.0, 89.0, 7650.0, 0.011235955, 0.0, 0.011633987, 0.310065359, 0.684952665, 0.142857143, 1.0, 0.997620561, 0.078651685, 0.0, 0.078651685, 0.078651685, 0.0, 0.0, 0.0, 0.0, 0.078651685, 0.105447876, 0.067973856, 0.149150327, 4.019284899, 0.033369944, 0.024011396, 0.0, 0.102040816, 2.117400668, 0.004863039, 0.212235545, 0.003267974, 0.011764706, 3.019657904, 0.061830065, 0.011503268, 0.0, 0.011503268, 0.011503268, -1.0, 0.0, -1.0, 0.0, -512.0, -1.0, 0.0, -1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 4456.0, 0.008303411, 4419.0, 4493.0, 4493.0, 4419.0, 4493.0, 4419.0, 4493.0, 31.467293067, 0.012232431, 31.082371577, 31.852214556, 31.852214556, 31.082371577, 31.852214556, 31.082371577, 31.852214556, 0.067950712, 0.69833798, 0.000787227, 0.197974773, 0.139051406, 0.009587044, 0.103641828, 0.028558515, 0.061928685, 0.000101357, 0.451053359, 2.1e-08, 0.000312831, 0.000158557, 4.9288e-05, 0.000120329, 7.2959e-05, 9.5234e-05, 0.0, 0.0, 0.0, 0.235955056, 0.235955056, 0.116661325, 0.12293362, 1.173751715, 0.0, 0.490337976, 0.438202247, 9.63804, 0.26459, 15.0614, 0.19903, 15.0, 11.0, 19.0, 1.94965, 0.295866, 0.877369, 0.0973165, 9.33498, 0.277444, 15.1158, 0.193697, 15.0, 12.0, 19.0, 1.6399, 0.420144, 0.875974, 0.0932795, 0.668936314, 0.755079926, 0.03, 0.0, 0.01, 60.22, 0.06, 2.0, 0.46, 0.06, 10.48, 2.04, 2.08, 2.0
instances/sat/data/7sat90/7sat90.test/unif-k7-r85.00-v90-c7650-S229400918.cnf, 90.0, 7650.0, 89.0, 7650.0, 0.011235955, 0.0, 0.011633987, 0.308459384, 0.674954065, 0.142857143, 1.0, 0.986957729, 0.078651685, 0.0, 0.078651685, 0.078651685, 0.0, 0.0, 0.0, 0.0, 0.078651685, 0.106739138, 0.071895425, 0.15254902, 3.854803289, 0.033086712, 0.02438737, 0.001517451, 0.109090909, 2.087609407, 0.00479107, 0.18943051, 0.003137255, 0.009411765, 3.047645692, 0.060915033, 0.011503268, 0.0, 0.011503268, 0.011503268, -1.0, 0.0, -1.0, 0.0, -512.0, -1.0, 0.0, -1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 4487.5, 0.005236769, 4464.0, 4511.0, 4511.0, 4464.0, 4511.0, 4464.0, 4511.0, 31.500583823, 0.003552917, 31.388664875, 31.612502771, 31.612502771, 31.388664875, 31.612502771, 31.388664875, 31.612502771, 0.067219633, 0.716370193, 0.002119247, 0.212872553, 0.138852862, 0.007538883, 0.101068493, 0.026632713, 0.061237226, 9.9423e-05, 0.369608414, 1.2e-08, 0.000200004, 0.000143865, 5.8672e-05, 0.000117599, 7.1933e-05, 0.000100899, 0.0, 0.0, 0.0, 0.168539326, 0.168539326, 0.089841961, 0.125716781, 1.258775418, 0.0, 0.499788822, 0.460674157, 9.77507, 0.264482, 15.1745, 0.188859, 15.0, 12.0, 19.0, 1.94093, 0.280317, 0.881352, 0.0947826, 9.37798, 0.269098, 15.0279, 0.182185, 15.0, 12.0, 19.0, 1.63453, 0.423387, 0.869381, 0.0875767, 0.667785032, 0.759416441, 0.03, 0.0, 0.01, 60.04, 0.06, 2.0, 0.46, 0.06, 8.85, 2.07, 2.08, 2.0
instances/sat/data/7sat90/7sat90.test/unif-k7-r85.00-v90-c7650-S233547135.cnf, 90.0, 7650.0, 89.0, 7650.0, 0.011235955, 0.0, 0.011633987, 0.311185808, 0.683516485, 0.142857143, 1.0, 0.999915797, 0.078651685, 0.0, 0.078651685, 0.078651685, 0.0, 0.0, 0.0, 0.0, 0.078651685, 0.108770027, 0.070980392, 0.15372549, 3.901532312, 0.036126124, 0.02647992, 0.0, 0.114529915, 2.177037713, 0.004904164, 0.212115661, 0.003137255, 0.010980392, 3.108194337, 0.062352941, 0.011503268, 0.0, 0.011503268, 0.011503268, -1.0, 0.0, -1.0, 0.0, -512.0, -1.0, 0.0, -1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 4417.333333333, 0.016497701, 4340.0, 4515.0, 4515.0, 4340.0, 4515.0, 4340.0, 4397.0, 31.196596114, 0.025780052, 30.209677419, 32.179667955, 32.179667955, 30.209677419, 32.179667955, 30.209677419, 31.200442968, 0.07317529, 0.705471087, 0.000231004, 0.220511724, 0.14692847, 0.008064946, 0.107066836, 0.039342711, 0.065757896, 0.000101503, 0.382082485, 1.3e-08, 0.000231764, 0.000156634, 6.0176e-05, 0.000117992, 7.6579e-05, 9.5871e-05, 0.0, 0.0, 0.0, 0.213483146, 0.213483146, 0.130888458, 0.139893814, 1.247817016, 0.0, 0.461538462, 0.528089888, 9.82149, 0.276638, 15.2603, 0.194743, 15.0, 12.0, 19.0, 1.96435, 0.276665, 0.883352, 0.0904814, 9.38765, 0.267409, 15.2387, 0.185979, 15.0, 12.0, 19.0, 1.66853, 0.429789, 0.876881, 0.0876071, 0.668151879, 0.75936799, 0.03, 0.0, 0.01, 60.27, 0.06, 2.0, 0.47, 0.06, 10.61, 2.05, 2.06, 2.0
instances/sat/data/7sat90/7sat90.test/unif-k7-r85.00-v90-c7650-S272355270.cnf, 90.0, 7650.0, 89.0, 7650.0, 0.011235955, 0.0, 0.011633987, 0.310662932, 0.676255788, 0.142857143, 1.0, 0.994501199, 0.078651685, 0.0, 0.078651685, 0.078651685, 0.0, 0.0, 0.0, 0.0, 0.078651685, 0.101463926, 0.069411765, 0.14745098, 3.914068467, 0.031613643, 0.024930656, 0.0, 0.095070423, 2.048402117, 0.004811633, 0.171525142, 0.003398693, 0.009019608, 2.936402703, 0.061176471, 0.011503268, 0.0, 0.011503268, 0.011503268, -1.0, 0.0, -1.0, 0.0, -512.0, -1.0, 0.0, -1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 4446.0, 0.005847953, 4420.0, 4472.0, 4472.0, 4420.0, 4472.0, 4420.0, 4472.0, 31.29637746, 0.002219247, 31.226923077, 31.365831843, 31.365831843, 31.226923077, 31.365831843, 31.226923077, 31.365831843, 0.064267854, 0.764480904, 0.00034363, 0.186490802, 0.138758986, 0.009608607, 0.105381177, 0.025026341, 0.048824991, 9.9086e-05, 0.402088379, 2.4e-08, 0.0002483, 0.000153416, 5.3783e-05, 0.000117928, 7.5139e-05, 9.0327e-05, 0.0, 0.0, 0.0, 0.292134831, 0.292134831, 0.110588235, 0.14551932, 1.27236745, 0.0, 0.5, 0.528089888, 9.88397, 0.248858, 15.028, 0.187321, 15.0, 11.0, 19.0, 1.95141, 0.284943, 0.880531, 0.0843794, 9.38642, 0.265534, 15.0578, 0.189514, 15.0, 12.0, 19.0, 1.6684, 0.421412, 0.8717, 0.0893381, 0.670017741, 0.747395417, 0.03, 0.01, 0.0, 60.2, 0.06, 2.0, 0.47, 0.05, 9.54, 2.1, 2.05, 2.0
instances/sat/data/7sat90/7sat90.test/unif-k7-r85.00-v90-c7650-S31999884.cnf, 90.0, 7650.0, 89.0, 7650.0, 0.011235955, 0.0, 0.011633987, 0.311895425, 0.679589919, 0.142857143, 1.0, 1.000347309, 0.078651685, 0.0, 0.078651685, 0.078651685, 0.0, 0.0, 0.0, 0.0, 0.078651685, 0.105554957, 0.069934641, 0.150196078, 4.001647321, 0.032973378, 0.02436938, 0.0, 0.106086957, 2.023832864, 0.005006977, 0.154200381, 0.003006536, 0.008235294, 2.970933374, 0.063660131, 0.011503268, 0.0, 0.011503268, 0.011503268, -1.0, 0.0, -1.0, 0.0, -512.0, -1.0, 0.0, -1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 4472.0, 0.004248658, 4453.0, 4491.0, 4491.0, 4453.0, 4491.0, 4453.0, 4491.0, 31.537319843, 0.004348505, 31.400179654, 31.674460031, 31.674460031, 31.400179654, 31.674460031, 31.400179654, 31.674460031, 0.067131436, 0.714320058, 0.000442835, 0.205615178, 0.141803412, 0.007554929, 0.094720722, 0.027267172, 0.064411097, 0.000100221, 0.404165698, 1.7e-08, 0.000237132, 0.00015686, 5.2952e-05, 0.000126399, 6.9666e-05, 9.7311e-05, 0.0, 0.0, 0.0, 0.325842697, 0.325842697, 0.09341722, 0.133190597, 1.161832781, 0.0, 0.493001586, 0.426966292, 9.79199, 0.252958, 15.2616, 0.186811, 15.0, 12.0, 19.0, 1.94903, 0.276613, 0.882689, 0.0869993, 9.62592, 0.299501, 15.0287, 0.192026, 15.0, 12.0, 19.0, 1.66872, 0.414875, 0.87088, 0.0928688, 0.667366878, 0.762586199, 0.03, 0.0, 0.01, 60.06, 0.06, 2.0, 0.47, 0.06, 8.68, 2.07, 2.06, 2.0
instances/sat/data/7sat90/7sat90.test/unif-k7-r85.00-v90-c7650-S334797440.cnf, 90.0, 7650.0, 89.0, 7650.0, 0.011235955, 0.0, 0.011633987, 0.311633987, 0.681715305, 0.142857143, 1.0, 1.000866116, 0.078651685, 0.0, 0.078651685, 0.078651685, 0.0, 0.0, 0.0, 0.0, 0.078651685, 0.101789173, 0.069803922, 0.147843137, 3.945221149, 0.028002799, 0.020453164, 0.0, 0.089678511, 1.943808078, 0.004935008, 0.195668171, 0.003267974, 0.008888889, 3.140450677, 0.062745098, 0.011503268, 0.0, 0.011503268, 0.011503268, -1.0, 0.0, -1.0, 0.0, -512.0, -1.0, 0.0, -1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 4450.0, 0.00741573, 4417.0, 4483.0, 4483.0, 4417.0, 4483.0, 4417.0, 4483.0, 31.44955011, 0.003856112, 31.328277111, 31.57082311, 31.57082311, 31.328277111, 31.57082311, 31.328277111, 31.57082311, 0.057532943, 0.70580791, 0.00046411, 0.175381041, 0.113717327, 0.008284906, 0.084503249, 0.024585875, 0.05348381, 9.657e-05, 0.409191193, 2.3e-08, 0.000234582, 0.000143553, 5.4918e-05, 0.000114827, 7.0097e-05, 9.144e-05, 0.0, 0.0, 0.0, 0.337078652, 0.337078652, 0.072384366, 0.120607319, 1.309416673, 0.0, 0.496685998, 0.483146067, 9.91183, 0.255259, 15.1923, 0.192092, 15.0, 12.0, 19.0, 1.94223, 0.282909, 0.879206, 0.0923072, 9.62789, 0.252257, 15.0759, 0.186242, 15.0, 12.0, 19.0, 1.68486, 0.421709, 0.876413, 0.0869024, 0.667970804, 0.756047944, 0.03, 0.0, 0.01, 60.26, 0.06, 2.0, 0.47, 0.05, 9.71, 2.07, 2.08, 2.0
instances/sat/data/7sat90/7sat90.test/unif-k7-r85.00-v90-c7650-S386546538.cnf, 90.0, 7650.0, 89.0, 7650.0, 0.011235955, 0.0, 0.011633987, 0.311596639, 0.671906766, 0.142857143, 1.0, 0.995362844, 0.078651685, 0.0, 0.078651685, 0.078651685, 0.0, 0.0, 0.0, 0.0, 0.078651685, 0.105200644, 0.068496732, 0.151764706, 3.851763102, 0.038097725, 0.029096844, 0.0, 0.118421053, 2.223187183, 0.004801351, 0.190239792, 0.002745098, 0.009281046, 2.981321191, 0.061045752, 0.011503268, 0.0, 0.011503268, 0.011503268, -1.0, 0.0, -1.0, 0.0, -512.0, -1.0, 0.0, -1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 4419.666666667, 0.015259184, 4356.0, 4513.0, 4513.0, 4356.0, 4513.0, 4356.0, 4390.0, 30.909511067, 0.024964551, 29.969237833, 31.859295369, 31.859295369, 29.969237833, 31.859295369, 29.969237833, 30.9, 0.076766636, 0.735883815, 0.000553142, 0.224006877, 0.158531116, 0.007249778, 0.122188037, 0.028855488, 0.065484333, 0.000102584, 0.380127421, 1.3e-08, 0.000306359, 0.000144717, 5.9303e-05, 0.000122598, 7.7108e-05, 9.7484e-05, 0.0, 0.0, 0.0, 0.359550562, 0.359550562, 0.120910094, 0.111658077, 1.363944626, 0.0, 0.482592122, 0.471910112, 9.598, 0.268637, 15.1854, 0.186665, 15.0, 12.0, 19.0, 1.96207, 0.300683, 0.881382, 0.0914198, 9.16383, 0.270587, 15.056, 0.189693, 15.0, 11.0, 19.0, 1.63901, 0.427583, 0.870926, 0.0954252, 0.669577892, 0.765668214, 0.03, 0.0, 0.01, 60.24, 0.06, 1.99, 0.47, 0.05, 9.22, 2.04, 2.1, 2.0
instances/sat/data/7sat90/7sat90.test/unif-k7-r85.00-v90-c7650-S398857928.cnf, 90.0, 7650.0, 89.0, 7650.0, 0.011235955, 0.0, 0.011633987, 0.311708683, 0.682166948, 0.142857143, 1.0, 1.001429226, 0.078651685, 0.0, 0.078651685, 0.078651685, 0.0, 0.0, 0.0, 0.0, 0.078651685, 0.109193502, 0.06875817, 0.152287582, 4.037901427, 0.033094885, 0.02454076, 0.0, 0.104056437, 2.005744183, 0.004647132, 0.16558359, 0.002875817, 0.00745098, 2.989012205, 0.059084967, 0.011503268, 0.0, 0.011503268, 0.011503268, -1.0, 0.0, -1.0, 0.0, -512.0, -1.0, 0.0, -1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 4407.0, 0.015246487, 4329.0, 4493.0, 4493.0, 4329.0, 4493.0, 4329.0, 4399.0, 31.073788568, 0.022951056, 30.20951721, 31.956154017, 31.956154017, 30.20951721, 31.956154017, 30.20951721, 31.055694476, 0.06727426, 0.715930483, 0.000431829, 0.202617598, 0.133277581, 0.009606024, 0.097118012, 0.020949526, 0.064447387, 0.000102246, 0.442874403, 1.2e-08, 0.000272163, 0.000174015, 5.6133e-05, 0.000129729, 6.9312e-05, 9.1064e-05, 0.0, 0.0, 0.0, 0.292134831, 0.292134831, 0.115274678, 0.121549803, 1.312175498, 0.0, 0.468615396, 0.483146067, 9.61516, 0.261709, 15.0811, 0.190195, 15.0, 11.0, 19.0, 1.9426, 0.290615, 0.880215, 0.0881714, 9.38623, 0.26797, 15.2794, 0.185644, 15.0, 12.0, 19.0, 1.70176, 0.415522, 0.876422, 0.0861386, 0.664465684, 0.756453241, 0.03, 0.0, 0.01, 60.35, 0.06, 2.0, 0.47, 0.06, 9.62, 2.04, 2.07, 2.0
instances/sat/data/7sat90/7sat90.test/unif-k7-r85.00-v90-c7650-S399794908.cnf, 90.0, 7650.0, 89.0, 7650.0, 0.011235955, 0.0, 0.011633987, 0.312306256, 0.681909772, 0.142857143, 1.0, 1.00300894, 0.078651685, 0.0, 0.078651685, 0.078651685, 0.0, 0.0, 0.0, 0.0, 0.078651685, 0.099730966, 0.070196078, 0.147320261, 3.79709365, 0.035636884, 0.026191894, 0.0, 0.111864407, 2.176452875, 0.00479107, 0.218083193, 0.002614379, 0.009673203, 3.186581741, 0.060915033, 0.011503268, 0.0, 0.011503268, 0.011503268, -1.0, 0.0, -1.0, 0.0, -512.0, -1.0, 0.0, -1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 4440.0, 0.009459459, 4398.0, 4482.0, 4482.0, 4398.0, 4482.0, 4398.0, 4482.0, 31.117807291, 0.008367302, 30.857435198, 31.378179384, 31.378179384, 30.857435198, 31.378179384, 30.857435198, 31.378179384, 0.072217051, 0.708081662, 0.000423499, 0.213944139, 0.142455183, 0.013820566, 0.100618799, 0.029177728, 0.066745258, 9.9845e-05, 0.380953201, 2.4e-08, 0.000237154, 0.000147819, 6.2124e-05, 0.000117031, 7.5331e-05, 9.3398e-05, 0.0, 0.0, 0.0, 0.235955056, 0.235955056, 0.117664708, 0.123766566, 1.259781418, 0.0, 0.498798077, 0.460674157, 9.74956, 0.262386, 15.066, 0.188772, 15.0, 12.0, 19.0, 1.96346, 0.278799, 0.88107, 0.0896202, 9.41755, 0.258745, 15.1852, 0.18552, 15.0, 12.0, 19.0, 1.66955, 0.418036, 0.87376, 0.0862271, 0.667046094, 0.75757658, 0.03, 0.01, 0.0, 60.22, 0.06, 2.0, 0.47, 0.05, 11.2, 2.04, 2.08, 2.0
instances/sat/data/7sat90/7sat90.test/unif-k7-r85.00-v90-c7650-S526139785.cnf, 90.0, 7650.0, 89.0, 7650.0, 0.011235955, 0.0, 0.011633987, 0.309467787, 0.686493937, 0.142857143, 1.0, 0.996315863, 0.078651685, 0.0, 0.078651685, 0.078651685, 0.0, 0.0, 0.0, 0.0, 0.078651685, 0.096011531, 0.070065359, 0.144575163, 3.960019721, 0.033063013, 0.022657916, 0.0, 0.107142857, 2.07747102, 0.004914445, 0.174385215, 0.003529412, 0.009542484, 2.996897532, 0.06248366, 0.011503268, 0.0, 0.011503268, 0.011503268, -1.0, 0.0, -1.0, 0.0, -512.0, -1.0, 0.0, -1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 4446.0, 0.003373819, 4431.0, 4461.0, 4461.0, 4431.0, 4461.0, 4431.0, 4461.0, 31.314453997, 0.004124885, 31.185285489, 31.443622506, 31.443622506, 31.185285489, 31.443622506, 31.185285489, 31.443622506, 0.067140853, 0.659346084, 0.000105363, 0.208561528, 0.142108231, 0.012069158, 0.088575676, 0.031194615, 0.060835929, 9.737e-05, 0.383247917, 3.6e-08, 0.000241677, 0.000158206, 6.0717e-05, 0.000108808, 7.3086e-05, 9.3287e-05, 0.0, 0.0, 0.0, 0.235955056, 0.235955056, 0.091600611, 0.124887477, 1.229149054, 0.0, 0.492884661, 0.449438202, 9.66647, 0.257474, 15.0698, 0.194028, 15.0, 11.0, 19.0, 1.95234, 0.284911, 0.879307, 0.0917717, 9.33749, 0.262419, 15.0441, 0.187448, 15.0, 11.0, 19.0, 1.61623, 0.422736, 0.868691, 0.0885567, 0.671182013, 0.762848619, 0.03, 0.01, 0.0, 60.29, 0.06, 2.0, 0.47, 0.05, 9.25, 2.06, 2.05, 2.0
instances/sat/data/7sat90/7sat90.test/unif-k7-r85.00-v90-c7650-S538781355.cnf, 90.0, 7650.0, 89.0, 7650.0, 0.011235955, 0.0, 0.011633987, 0.313277311, 0.676836436, 0.142857143, 1.0, 1.002700271, 0.078651685, 0.0, 0.078651685, 0.078651685, 0.0, 0.0, 0.0, 0.0, 0.078651685, 0.103468477, 0.069673203, 0.149542484, 3.815710177, 0.03256082, 0.023253194, 0.0, 0.093378608, 2.072651486, 0.00487332, 0.17769839, 0.003006536, 0.009019608, 3.026495961, 0.061960784, 0.011503268, 0.0, 0.011503268, 0.011503268, -1.0, 0.0, -1.0, 0.0, -512.0, -1.0, 0.0, -1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 4511.5, 0.008090436, 4475.0, 4548.0, 4548.0, 4475.0, 4548.0, 4475.0, 4548.0, 31.470507387, 0.004619173, 31.325139665, 31.61587511, 31.61587511, 31.325139665, 31.61587511, 31.325139665, 31.61587511, 0.066227104, 0.691540757, 0.000197129, 0.182288539, 0.134044523, 0.00814148, 0.096554568, 0.025243866, 0.063393864, 9.8707e-05, 0.37661948, 1.8e-08, 0.000247772, 0.000150278, 4.9473e-05, 0.000118884, 7.8261e-05, 9.3284e-05, 0.0, 0.0, 0.0, 0.213483146, 0.213483146, 0.110554711, 0.127927768, 1.26257149, 0.0, 0.487906589, 0.505617978, 9.85842, 0.251975, 15.0335, 0.190559, 15.0, 11.0, 19.0, 1.95367, 0.275659, 0.879821, 0.0889364, 9.47343, 0.252658, 14.9632, 0.185742, 15.0, 11.0, 19.0, 1.62982, 0.418855, 0.87331, 0.0870452, 0.666434088, 0.747800784, 0.03, 0.0, 0.01, 60.31, 0.06, 2.0, 0.46, 0.06, 9.97, 2.04, 2.07, 2.0
instances/sat/data/7sat90/7sat90.test/unif-k7-r85.00-v90-c7650-S597126918.cnf, 90.0, 7650.0, 89.0, 7650.0, 0.011235955, 0.0, 0.011633987, 0.31264239, 0.685037288, 0.142857143, 1.0, 1.005810873, 0.078651685, 0.0, 0.078651685, 0.078651685, 0.0, 0.0, 0.0, 0.0, 0.078651685, 0.111311249, 0.067581699, 0.155947712, 3.923765615, 0.034144945, 0.027319793, 0.0, 0.134948097, 2.141794433, 0.004636851, 0.202149169, 0.002614379, 0.009411765, 3.069204563, 0.058954248, 0.011503268, 0.0, 0.011503268, 0.011503268, -1.0, 0.0, -1.0, 0.0, -512.0, -1.0, 0.0, -1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 4431.333333333, 0.022742158, 4294.0, 4533.0, 4533.0, 4294.0, 4533.0, 4294.0, 4467.0, 30.856357248, 0.018302104, 30.141825803, 31.522611957, 31.522611957, 30.141825803, 31.522611957, 30.141825803, 30.904633983, 0.069195788, 0.769472769, 0.000529808, 0.254379293, 0.148007033, 0.008429397, 0.106834897, 0.03184019, 0.048989411, 0.000101791, 0.417870566, 8.0e-09, 0.000327302, 0.00016068, 6.0646e-05, 0.00011998, 7.3786e-05, 9.6538e-05, 0.0, 0.0, 0.0, 0.168539326, 0.168539326, 0.126534616, 0.123469613, 1.331993966, 0.0, 0.474407945, 0.550561798, 9.81686, 0.262992, 15.1207, 0.186453, 15.0, 12.0, 19.0, 1.9511, 0.283071, 0.881505, 0.0881478, 9.29, 0.262367, 15.0792, 0.195701, 15.0, 11.0, 19.0, 1.60819, 0.419152, 0.867476, 0.0909925, 0.667995256, 0.754918094, 0.03, 0.01, 0.0, 60.2, 0.06, 2.0, 0.46, 0.06, 10.96, 2.04, 2.08, 2.0
